atom_num_X,symbol_X,mass_X,period_X,group_X,stable_phase_X,atomic_radius_X,negativity_X,density_X,tot_val_X,s_val_X,p_val_X,d_val_X,f_val_X,atom_num_Y,symbol_Y,mass_Y,period_Y,group_Y,stable_phase_Y,atomic_radius_Y,negativity_Y,density_Y,tot_val_Y,s_val_Y,p_val_Y,d_val_Y,f_val_Y,atom_num_Z,symbol_Z,mass_Z,period_Z,group_Z,stable_phase_Z,atomic_radius_Z,negativity_Z,density_Z,tot_val_Z,s_val_Z,p_val_Z,d_val_Z,f_val_Z,ratio_XY,ratio_XZ,ratio_YZ,lat_type,lat,x1_mag,x2_mag,y_mag,z_mag,tot_mag,tot_en,form_en,formula,num_valence
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,14,Si,28.0855,3,14,fcc,1.5,1.9,2.3296,4.0,2.0,2.0,0.0,0.0,0.7777777777777777,0.9333333333333332,1.2,l21,5.809891958258809,0.0,0.0,0.0,0.0,0.0,-3.46,0.479,Be2AgSi,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,50,Sn,118.71,5,14,tet,1.7,1.96,7.287,4.0,2.0,2.0,10.0,0.0,0.7777777777777777,0.8235294117647058,1.0588235294117647,l21,6.159570442863484,0.0,0.0,0.0,0.0,0.0,-3.018,0.543,Be2AgSn,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,47,Ag,107.8682,5,11,fcc,1.8,1.93,10.501,11.0,1.0,0.0,10.0,0.0,30,Zn,65.38,4,12,hex,1.5,1.65,7.134,12.0,2.0,0.0,10.0,0.0,0.7777777777777777,0.9333333333333332,1.2,l21,5.735796069563999,0.0,0.0,0.0,0.0,0.0,-2.734,0.165,Be2AgZn,27.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,13,Al,26.9815386,3,13,fcc,1.8,1.61,2.698,3.0,2.0,1.0,0.0,0.0,0.7777777777777777,0.7777777777777777,1.0,l21,5.820143987809226,0.0,0.0,0.0,0.0,0.0,-3.553,0.078,Be2AuAl,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,33,As,74.9216,4,15,rho,1.3,2.18,5.776,5.0,2.0,3.0,10.0,0.0,0.7777777777777777,1.0769230769230769,1.3846153846153846,l21,6.022434529283743,0.0,0.0,0.0,0.0,0.0,-3.557,0.3,Be2AuAs,20.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,5,B,10.811,2,13,rho,1.2,2.04,2.34,3.0,2.0,1.0,0.0,0.0,0.7777777777777777,1.1666666666666667,1.5,l21,5.508900190347988,0.0,0.0,0.0,0.0,0.0,-3.768,0.596,Be2AuB,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,83,Bi,208.9804,6,15,rho,1.6,2.02,9.807,5.0,2.0,3.0,10.0,14.0,0.7777777777777777,0.8749999999999999,1.125,l21,6.3860372683180735,0.0,0.0,0.0,0.0,0.0,-3.168,0.536,Be2AuBi,20.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,31,Ga,69.723,4,13,orth,1.8,1.81,5.907,3.0,2.0,1.0,10.0,0.0,0.7777777777777777,0.7777777777777777,1.0,l21,5.872108128591183,0.0,0.0,0.0,0.0,0.0,-3.306,0.147,Be2AuGa,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,32,Ge,72.64,4,14,fcc,1.5,2.01,5.323,4.0,2.0,2.0,10.0,0.0,0.7777777777777777,0.9333333333333332,1.2,l21,5.996294007704438,0.0,0.0,0.0,0.0,0.0,-3.56,0.29,Be2AuGe,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,49,In,114.818,5,13,tet,2.0,1.78,7.31,3.0,2.0,1.0,10.0,0.0,0.7777777777777777,0.7,0.9,l21,6.095795723412907,0.0,0.0,0.0,0.0,0.0,-3.072,0.302,Be2AuIn,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,12,Mg,24.305,3,2,hex,1.7,1.31,1.738,2.0,2.0,0.0,0.0,0.0,0.7777777777777777,0.8235294117647058,1.0588235294117647,l21,5.881527978427253,0.0,0.0,0.0,0.0,0.0,-3.159,-0.079,Be2AuMg,17.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,82,Pb,207.2,6,14,fcc,1.8,2.33,11.342,4.0,2.0,2.0,10.0,14.0,0.7777777777777777,0.7777777777777777,1.0,l21,6.3304979613533305,0.0,0.0,0.0,0.0,0.0,-3.079,0.542,Be2AuPb,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,51,Sb,121.76,5,15,rho,1.5,2.05,6.685,5.0,2.0,3.0,10.0,0.0,0.7777777777777777,0.9333333333333332,1.2,l21,6.292609120596023,0.0,0.0,0.0,0.0,0.0,-3.254,0.469,Be2AuSb,20.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,50,Sn,118.71,5,14,tet,1.7,1.96,7.287,4.0,2.0,2.0,10.0,0.0,0.7777777777777777,0.8235294117647058,1.0588235294117647,l21,6.207137115693952,0.0,0.0,0.0,0.0,0.0,-3.286,0.387,Be2AuSn,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,79,Au,196.966569,6,11,fcc,1.8,2.54,19.282,11.0,1.0,0.0,10.0,14.0,30,Zn,65.38,4,12,hex,1.5,1.65,7.134,12.0,2.0,0.0,10.0,0.0,0.7777777777777777,0.9333333333333332,1.2,l21,5.761296004672323,0.0,0.0,0.0,0.0,0.0,-3.035,-0.024,Be2AuZn,27.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,13,Al,26.9815386,3,13,fcc,1.8,1.61,2.698,3.0,2.0,1.0,0.0,0.0,0.8235294117647058,0.7777777777777777,0.9444444444444444,l21,6.014483528287988,0.0,0.0,0.0,0.0,0.0,-2.5,0.539,Be2CdAl,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,33,As,74.9216,4,15,rho,1.3,2.18,5.776,5.0,2.0,3.0,10.0,0.0,0.8235294117647058,1.0769230769230769,1.3076923076923077,l21,6.156617021416112,0.0,0.0,0.0,0.0,0.0,-2.603,0.663,Be2CdAs,21.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,5,B,10.811,2,13,rho,1.2,2.04,2.34,3.0,2.0,1.0,0.0,0.0,0.8235294117647058,1.1666666666666667,1.4166666666666667,l21,5.663561543724504,0.0,0.0,0.0,0.0,0.0,-2.735,1.038,Be2CdB,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,83,Bi,208.9804,6,15,rho,1.6,2.02,9.807,5.0,2.0,3.0,10.0,14.0,0.8235294117647058,0.8749999999999999,1.0625,l21,6.594179134712778,0.0,0.0,0.0,0.0,0.0,-2.344,0.768,Be2CdBi,21.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,31,Ga,69.723,4,13,orth,1.8,1.81,5.907,3.0,2.0,1.0,10.0,0.0,0.8235294117647058,0.7777777777777777,0.9444444444444444,l21,6.02948450297757,0.0,0.0,0.0,0.0,0.0,-2.312,0.549,Be2CdGa,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,32,Ge,72.64,4,14,fcc,1.5,2.01,5.323,4.0,2.0,2.0,10.0,0.0,0.8235294117647058,0.9333333333333332,1.1333333333333333,l21,6.142372724426213,0.0,0.0,0.0,0.0,0.0,-2.633,0.626,Be2CdGe,20.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,49,In,114.818,5,13,tet,2.0,1.78,7.31,3.0,2.0,1.0,10.0,0.0,0.8235294117647058,0.7,0.85,l21,6.305378794325917,0.0,0.0,0.0,0.0,0.0,-2.137,0.646,Be2CdIn,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,12,Mg,24.305,3,2,hex,1.7,1.31,1.738,2.0,2.0,0.0,0.0,0.0,0.8235294117647058,0.8235294117647058,1.0,l21,6.059409804299765,0.0,0.0,0.0,0.0,0.0,-2.077,0.412,Be2CdMg,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,82,Pb,207.2,6,14,fcc,1.8,2.33,11.342,4.0,2.0,2.0,10.0,14.0,0.8235294117647058,0.7777777777777777,0.9444444444444444,l21,6.527770729164295,0.0,0.0,0.0,0.0,0.0,-2.256,0.773,Be2CdPb,20.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,14,Si,28.0855,3,14,fcc,1.5,1.9,2.3296,4.0,2.0,2.0,0.0,0.0,0.8235294117647058,0.9333333333333332,1.1333333333333333,l21,5.989462987542058,0.0,0.0,0.0,0.0,0.0,-2.78,0.679,Be2CdSi,20.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,50,Sn,118.71,5,14,tet,1.7,1.96,7.287,4.0,2.0,2.0,10.0,0.0,0.8235294117647058,0.8235294117647058,1.0,l21,6.377787580084063,0.0,0.0,0.0,0.0,0.0,-2.428,0.653,Be2CdSn,20.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,48,Cd,112.411,5,12,hex,1.7,1.69,8.69,12.0,2.0,0.0,10.0,0.0,30,Zn,65.38,4,12,hex,1.5,1.65,7.134,12.0,2.0,0.0,10.0,0.0,0.8235294117647058,0.9333333333333332,1.1333333333333333,l21,5.83944574711183,0.0,0.0,0.0,0.0,0.0,-1.97,0.45,Be2CdZn,28.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,13,Al,26.9815386,3,13,fcc,1.8,1.61,2.698,3.0,2.0,1.0,0.0,0.0,0.8235294117647058,0.7777777777777777,0.9444444444444444,l21,5.395698449079559,0.0,0.0,0.0,0.0,0.0,-4.763,-0.177,Be2CoAl,16.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,33,As,74.9216,4,15,rho,1.3,2.18,5.776,5.0,2.0,3.0,10.0,0.0,0.8235294117647058,1.0769230769230769,1.3076923076923077,xa,5.51539488496313,0.0,0.0,0.0,0.0,-0.0,-4.643,0.17,Be2CoAs,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,5,B,10.811,2,13,rho,1.2,2.04,2.34,3.0,2.0,1.0,0.0,0.0,0.8235294117647058,1.1666666666666667,1.4166666666666667,xa,4.958591344685785,0.0,0.0,-0.001,0.0,-0.0,-5.4,-0.081,Be2CoB,16.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,83,Bi,208.9804,6,15,rho,1.6,2.02,9.807,5.0,2.0,3.0,10.0,14.0,0.8235294117647058,0.8749999999999999,1.0625,xa,6.062313559292821,0.0,0.0,0.0,0.0,0.0,-3.972,0.688,Be2CoBi,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,31,Ga,69.723,4,13,orth,1.8,1.81,5.907,3.0,2.0,1.0,10.0,0.0,0.8235294117647058,0.7777777777777777,0.9444444444444444,l21,5.409402913228773,0.0,0.0,0.0,0.0,0.0,-4.474,-0.066,Be2CoGa,16.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,32,Ge,72.64,4,14,fcc,1.5,2.01,5.323,4.0,2.0,2.0,10.0,0.0,0.8235294117647058,0.9333333333333332,1.1333333333333333,xa,5.472279251163804,0.0,0.0,0.0,0.0,0.0,-4.778,0.028,Be2CoGe,17.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,49,In,114.818,5,13,tet,2.0,1.78,7.31,3.0,2.0,1.0,10.0,0.0,0.8235294117647058,0.7,0.85,l21,5.707612686596589,0.0,0.0,0.0,0.0,0.0,-4.111,0.219,Be2CoIn,16.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,12,Mg,24.305,3,2,hex,1.7,1.31,1.738,2.0,2.0,0.0,0.0,0.0,0.8235294117647058,0.8235294117647058,1.0,l21,5.562332234135593,0.0,0.0,0.0,0.0,0.0,-3.956,0.08,Be2CoMg,15.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,82,Pb,207.2,6,14,fcc,1.8,2.33,11.342,4.0,2.0,2.0,10.0,14.0,0.8235294117647058,0.7777777777777777,0.9444444444444444,xa,5.958078145568528,0.0,0.0,0.0,0.0,-0.0,-3.942,0.634,Be2CoPb,17.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,51,Sb,121.76,5,15,rho,1.5,2.05,6.685,5.0,2.0,3.0,10.0,0.0,0.8235294117647058,0.9333333333333332,1.1333333333333333,xa,5.815732160040831,0.0,0.0,0.0,0.0,-0.0,-4.282,0.397,Be2CoSb,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,14,Si,28.0855,3,14,fcc,1.5,1.9,2.3296,4.0,2.0,2.0,0.0,0.0,0.8235294117647058,0.9333333333333332,1.1333333333333333,xa,5.319896732312456,0.0,0.0,0.0,0.0,0.0,-5.218,-0.211,Be2CoSi,17.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,50,Sn,118.71,5,14,tet,1.7,1.96,7.287,4.0,2.0,2.0,10.0,0.0,0.8235294117647058,0.8235294117647058,1.0,xa,5.800237802378289,0.0,0.0,0.0,0.0,-0.0,-4.372,0.256,Be2CoSn,17.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,27,Co,58.933195,4,9,hex,1.7,1.88,8.86,9.0,2.0,0.0,7.0,0.0,30,Zn,65.38,4,12,hex,1.5,1.65,7.134,12.0,2.0,0.0,10.0,0.0,0.8235294117647058,0.9333333333333332,1.1333333333333333,l21,5.341854434087909,0.0,0.0,0.0,0.0,0.0,-4.067,-0.1,Be2CoZn,25.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,13,Al,26.9815386,3,13,fcc,1.8,1.61,2.698,3.0,2.0,1.0,0.0,0.0,0.8749999999999999,0.7777777777777777,0.888888888888889,l21,5.523797708673745,0.0,0.0,0.0,0.0,0.0,-3.619,0.124,Be2CuAl,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,33,As,74.9216,4,15,rho,1.3,2.18,5.776,5.0,2.0,3.0,10.0,0.0,0.8749999999999999,1.0769230769230769,1.2307692307692308,l21,5.761617344179078,0.0,0.0,0.0,0.0,0.0,-3.561,0.409,Be2CuAs,20.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,5,B,10.811,2,13,rho,1.2,2.04,2.34,3.0,2.0,1.0,0.0,0.0,0.8749999999999999,1.1666666666666667,1.3333333333333335,l21,5.094727345803994,0.0,0.0,0.0,0.0,0.0,-4.151,0.326,Be2CuB,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,83,Bi,208.9804,6,15,rho,1.6,2.02,9.807,5.0,2.0,3.0,10.0,14.0,0.8749999999999999,0.8749999999999999,1.0,l21,6.244289183441204,0.0,0.0,0.0,0.0,0.0,-3.09,0.727,Be2CuBi,20.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,31,Ga,69.723,4,13,orth,1.8,1.81,5.907,3.0,2.0,1.0,10.0,0.0,0.8749999999999999,0.7777777777777777,0.888888888888889,l21,5.550585659052641,0.0,0.0,0.0,0.0,0.0,-3.401,0.163,Be2CuGa,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,32,Ge,72.64,4,14,fcc,1.5,2.01,5.323,4.0,2.0,2.0,10.0,0.0,0.8749999999999999,0.9333333333333332,1.0666666666666667,l21,5.6763356647067456,0.0,0.0,0.0,0.0,0.0,-3.62,0.342,Be2CuGe,19.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,49,In,114.818,5,13,tet,2.0,1.78,7.31,3.0,2.0,1.0,10.0,0.0,0.8749999999999999,0.7,0.8,l21,5.862502784583217,0.0,0.0,0.0,0.0,0.0,-3.093,0.393,Be2CuIn,18.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,12,Mg,24.305,3,2,hex,1.7,1.31,1.738,2.0,2.0,0.0,0.0,0.0,0.8749999999999999,0.8235294117647058,0.9411764705882354,l21,5.645044863256029,0.0,0.0,0.0,0.0,0.0,-3.038,0.154,Be2CuMg,17.0
4,Be,9.012182,2,2,hex,1.4,1.57,1.85,2.0,2.0,0.0,0.0,0.0,29,Cu,63.546,4,11,fcc,1.6,1.9,8.96,11.0,1.0,0.0,10.0,0.0,82,Pb,207.2,6,14,fcc,1.8,2.33,11.342,4.0,2.0,2.0,10.0,14.0,0.8749999999999999,0.7777777777777777,0.888888888888889,l21,6.13373763350398,0.0,0.0,0.0,0.0,0.0,-3.022,0.711,Be2CuPb,19.0
